67340,413856,525757,1071027,1401068,1560589,1512944,2237388,2217124,2036006,2462093,1806196,1662604,1596585,842016,881483,732118,148246,449272
251856,586992,631480,925562,517044,1099585,1275423,1566056,2014800,2393985,1925256,1930793,1185365,1545343,1495905,1022344,784955,807899,173217
260544,521288,357890,644556,1475071,1521487,1484436,1536921,2067925,2192604,2297729,1801127,1828392,1304215,1118237,628164,645552,450270,61320
146076,487878,654391,972442,1016587,1370524,1690352,1961619,2364419,2340176,2437822,1675835,1918940,1431948,1414687,1196394,537587,604561,20601
57263,219548,539176,744883,963079,1188435,1012608,1391038,1571531,2153133,2477200,2279282,1807645,1395944,1366094,1234321,1073598,1359718,851488
828762,595120,1807438,1373779,2337632,2731528,1848723,3327502,3054356,3024901,3228034,1687750,2241251,1777114,495988,953538,1014684,261390,19564
45262,233531,637505,461211,986221,1434093,1582820,1782451,2658075,3127455,3059940,2344107,2595558,2257006,1673346,1177821,892492,666130,70524
4929,62658,157265,412492,508322,847463,1301475,1582291,1571193,1973354,1931422,1531681,1352271,1113365,767932,282196,275492,110474,5032
277944,847470,886714,1472622,2266249,2477199,2378885,3108505,3103493,2329313,2277061,1971047,1318196,869642,795231,296390,200043,41496,9828
357240,465994,320110,679428,782394,1191721,1584463,1585390,1465382,1532575,1224320,1347458,1036183,1403097,532334,711566,57635,121894,6526
255208,792535,988286,712944,1061619,1680520,1810899,2122227,2663805,2619772,2354974,2000689,1925949,2144623,1595828,1106386,1004757,842073,317216
120012,413823,695129,695057,802158,1069245,1338761,1608047,1240265,1688732,1868431,1347469,1264920,677662,1177903,1042902,190178,427017,276741
140526,537540,618314,1059056,1289998,1253105,2228622,2230102,1929897,2724674,1775093,2139069,1981530,1811243,1322081,1348040,453312,682150,199280
64675,160385,523351,314144,1347443,785567,1329841,647239,1444161,1651420,1312456,1462066,836514,955911,217802,572340,475951,298310,5348
188738,855887,1061244,1777319,1713414,2314780,3094186,2641949,3352271,3062713,2874216,2160045,1906090,1576496,1150444,668531,372273,265511,59470
281253,889510,1098964,1275619,1934123,2568620,2206782,2100925,2548870,2739697,2317559,1779082,1779795,1505391,1085887,449040,602234,306950,382392
49275,173340,249872,325582,234205,371987,459118,854609,1162263,1604719,1067750,963016,878507,1405176,1214626,1342230,1302344,736744,156563
84896,202318,347717,504119,668044,850253,1500759,1380556,1604885,2786750,1871419,2159280,2100253,1855059,2017875,1221023,1374612,829030,525672
311250,48960,486708,247417,546007,587897,753534,582389,1235063,839281,621231,517057,707046,371387,377981,182546,85334,25597,1967
62400,410592,803130,1053703,931399,1046583,1669996,2055014,1404056,1854336,2338344,1440328,990886,1242708,835524,977028,1042060,186720,835200
16960,159036,477552,900706,944928,1168868,2023605,2441904,2703747,3166293,3612413,2764411,2764573,2605085,2319589,1543214,1250611,604708,203580
6141,72156,305098,395429,220295,419461,829072,1267500,1350651,1661967,1803663,1476140,1382562,1664865,1399244,900108,764844,320488,39936
554400,700044,1305334,987597,744050,864117,1665417,1743243,2378644,2861944,2051302,2233790,1209812,1115371,1856893,1983052,795880,1222000,966000
282897,466851,857591,1179153,1418213,1737450,2455027,2254631,2730407,2203656,1990520,2253112,1442984,943516,959618,549346,237760,135720,20160
173184,598040,853858,742913,777001,1468276,1691314,1884876,1615227,2080700,1804847,1841414,1074550,1585681,804782,382890,864591,128715,201663
560520,454312,859130,1499740,1154169,1633343,2220988,2014231,2019444,2913026,1956706,1756970,1805583,955954,1142467,1141001,710432,258550,212898
242250,97355,897466,475006,1075090,923090,1325226,1571697,2375462,2706533,2061255,2565522,1608123,1670840,1840900,1384309,972617,578445,275878
865410,554432,1107767,1330853,2104136,2583018,1825409,2286191,1878453,2674976,1811841,1532047,1162104,1259054,1042018,120253,407752,233430,322504
76446,288987,732044,1049163,1448393,1509006,1651052,1920086,2129704,2494700,2425443,1961808,1517824,1262905,1004477,1165447,767411,321588,131306
925,141768,951537,834182,1054255,1247485,1859905,1267447,1976617,2104083,2271751,2215043,1775152,1332976,1449540,1242868,886526,872703,344097
31929,131087,328777,528853,859128,1325476,1882615,2063446,2212244,2064636,1929899,1464576,1551493,1296849,889159,415362,331799,164020,7050
20328,141746,359306,646543,716259,561702,1145168,1478518,2072182,1903037,1869608,2042980,1604055,1724414,1584947,1116024,1061152,586591,25690
410150,985180,1122060,1697108,2123939,1948597,1484147,1734297,1346586,2021650,2149767,1384415,1744924,1103434,572398,189284,597429,278910,807975
220752,96936,657201,1100568,878054,1578509,1815597,2115038,2552730,2273735,2355012,2336977,1794668,1473669,1163805,906271,642714,323422,75692
274820,989528,796555,714744,1314740,1130786,678011,1394899,2477911,1860394,1341869,1292254,999481,677224,917297,1260397,852852,371293,46345
134064,270014,409132,1131078,1559371,1554350,1943502,1935672,2595738,2993084,2496421,2410351,2054487,1628594,1350369,1203137,790089,425817,223938
296096,726359,1238764,1595263,2235167,2444515,2341154,2247740,2734560,2977309,2407179,2112046,1783868,1448609,777332,696366,759796,483757,100100
252450,914748,1166830,1224049,2034182,1757851,2353123,1733335,2319142,1839331,2116339,1116160,1248122,639706,594224,458891,260777,181776,45024
231264,534342,586614,1012209,1636779,1780121,2066167,2816818,3147150,3302304,3276595,3082552,3047302,2575479,2247873,2030478,1506439,661039,342309
212948,571962,533974,774588,791348,1030223,1137226,1550489,1399545,1876546,1711997,1592311,1329951,1276281,1169579,890264,579100,514544,435490
5122,317985,454770,431050,322086,341140,845219,1291648,1515404,1935294,1893511,1745768,1569831,1360873,1462022,1140326,698787,351470,63048
460,101179,619615,1044682,1183755,2084338,2081494,2256098,2905903,2592776,3783504,2688111,2537800,2572509,1350269,1687637,952976,954298,633308
904,51769,374672,682554,987721,1633813,2002397,2229545,2324019,2421216,1988875,1962893,1245393,1314632,724135,422440,374406,94998,49858
36792,292314,290816,821914,947577,1346300,1090359,1602022,1651641,2233168,1765875,1775104,1093574,1030862,731603,744398,384874,210144,9019
187920,348972,735258,1211491,1022182,1643346,1418857,1986410,2276227,2722287,2629221,2503898,1842534,1518403,1699325,1335442,1131718,800202,408947
201344,399102,375914,968534,1364575,1208424,1695144,2308477,1564190,1820482,1907132,1788022,1549427,1256216,1231662,753711,254296,80000,38796
463980,803864,1392988,1454218,1602745,1709355,2602127,2816605,3747154,3721606,3288237,3060382,2363632,2432525,2228341,2123217,1360242,1136286,302562
247,17112,95915,241799,477667,605507,927973,1226880,1846530,1748328,1690296,2079942,1352878,1445307,822199,571900,370658,96031,52110
353916,668244,674828,1035008,1280311,2266919,2559994,2305500,2980880,3175045,2851688,2609772,2371482,1976387,1987518,1069043,729057,731465,315126
56100,422481,687894,571267,979015,1647719,1597757,1906345,2214822,2241772,1829899,1272331,1203159,1368417,856492,638313,259867,180786,43524
785650,775806,678742,1291154,1595974,1635366,1494696,1156484,2309189,2153598,1311944,1437775,1444676,1307371,772539,261253,562350,471293,104052
169372,181082,655826,694086,912379,1004976,1262608,1307982,1329823,1268405,1016406,768652,682005,554319,433314,278704,134599,55508,12322
308485,514490,517252,1315919,314449,1469319,1073100,1272574,2164434,1750634,2259054,913481,1365623,944495,751528,882914,760463,631697,111804
33370,192014,546303,1199733,1400612,1110070,1378686,1905173,2171042,2766275,2545375,2196078,2157356,1434286,1377739,2065365,1343609,996146,561600
111926,310370,716663,1027786,1010493,2198851,1501086,1997608,2785707,1765216,3024979,1732198,1689319,1931682,680161,1049111,636496,389996,370176
39942,176907,235796,828957,961652,1733523,1696760,1816707,1754040,1973796,2015233,2261375,1811370,1585309,1130514,674893,736644,503607,7527
33152,130968,507918,1089838,1693066,2134942,2662205,2985172,3357505,4010366,3911150,3304385,2779821,2509241,1572606,1382284,1052046,274525,284760
380400,788171,786515,1245514,1475340,1686264,2332994,2812428,3077265,2804687,2667928,2575678,2393160,2428510,2418851,1693930,1023304,468042,16632
494070,567904,855356,1214642,1068707,947274,1528609,2218207,2020415,2648067,2056161,1484413,1418375,1477036,1377132,1298507,1018350,301525,204750
913452,1040026,1084872,1890464,1167562,932289,1951465,2227429,1299454,2084497,1543742,1066239,981804,806770,510485,712858,391052,136262,224978
302304,803228,786951,878821,951626,1262541,1984904,1835194,2335754,1955281,2095987,2193413,1482168,1397618,857856,1316938,565464,803584,19404
565551,905784,1339113,1586563,2184247,2304830,2480009,2431382,2858577,3348411,2521863,2232015,1684210,1734649,1251889,910164,678729,579960,339250
409404,380468,765612,1259842,1138999,1665504,1937714,1861102,2666283,2508915,2019658,2262922,1486469,1354813,888427,821661,658879,228497,7263
387696,1088903,1558443,1651160,2168678,2890595,2984120,3111286,3306599,3904932,3104357,2528108,2170703,1969364,1216716,775342,706393,374111,119550
87514,263081,339030,1034070,1108921,1461007,1193527,1432874,1488521,2044843,2129090,1901509,1412896,651787,827676,641543,969684,537081,27846
506331,1102302,809076,1659987,2068167,1403878,2184634,2854148,1681776,2767014,2424355,1194638,1648513,1348356,494342,983664,583190,171573,355810
166488,103671,832123,1117430,1422777,2193803,2789152,2288574,3374952,3059547,2793665,2526804,2117562,1314771,1464812,602081,566858,484305,98350
75411,899905,1388385,1085464,1565482,1637854,1457991,1506931,2118112,2724988,2539070,1771105,1615827,1323205,1250005,824054,979097,1053485,321265
126248,276286,361731,415534,574243,858966,1673811,1766716,1737299,2624071,2265797,2286325,2358822,2845563,2076101,1778685,1287062,664533,298701
386365,625380,1103583,1214557,2023899,2120264,1782495,2057217,2274163,2760879,2420194,2034486,1749337,2234027,903170,738410,513833,770188,540967
285957,511656,1059010,1313332,1275023,1189971,1489704,1227833,2310403,2108517,2312594,1454842,806968,874824,980641,613392,1026237,316900,12177
297616,592264,710472,879692,1427880,1472936,1491476,1924080,2414784,2360858,1999184,1983920,1578024,1162600,1124284,1218950,714936,401556,278568
292817,775018,696631,875106,1205682,1204679,1388770,1832409,2635545,2538945,1909886,1877222,1583294,1329242,1200780,1248615,1079046,439518,59220
150960,35124,182418,387899,248710,370162,757682,588350,1017358,1736620,860899,1236483,1267599,985441,793621,684876,393227,271978,509925
2325,78252,465422,201243,619500,1079754,1182149,2211914,1244106,2717362,2544875,2052220,2836764,1464768,2179182,1136556,570864,948155,187347
88784,455686,478110,464168,1300394,1756422,1389997,1498948,1979428,2660244,3028912,2513239,1847120,1597723,1635783,1426182,1404057,819897,369027
25607,466126,450502,478880,1177508,1696870,1588354,2297624,2434798,2336418,2290351,2325564,1785557,1559630,1094983,538508,383584,108742,67554
144531,264444,354770,503123,737801,563101,701795,888707,1149778,1022754,985073,800653,711701,606562,257068,159179,114375,126985,12080
873200,965294,1637268,1668710,1243367,2162900,1856020,2878210,1728622,2427664,1102673,1707199,989697,871752,648620,546219,287891,29805,99060
303966,634798,694780,1385230,1200116,1014415,2075120,2024949,2524695,2124731,1315781,1565491,1318729,1116732,649814,235615,123882,66027,10350
378200,306280,399196,783410,1189088,1525298,1871404,1660657,2387860,2621742,2095209,1922725,1992769,1547722,1384299,653799,284040,458202,122776
44250,242272,350065,308435,877634,691816,1049131,1423086,1392179,1534241,1055603,1416496,876616,1008096,527696,510017,194397,142372,11648
647425,940522,1069804,1860812,1044385,2285783,1638607,2427777,3245709,1768929,2417053,1462485,1453967,1338200,957064,1034287,433373,132349,10829
291060,583737,795182,950190,960344,1445803,1712604,1604434,1983292,2489603,2366976,1604987,1373291,1816824,1352355,790873,907423,932083,243495
18972,188961,363718,886557,1188357,1585107,1953712,2405867,3174607,3313133,3328948,3157167,2720618,2303529,1804707,1607604,1244361,576620,77280
3051,241395,718423,515702,921967,1659807,1551943,2205322,2425981,3145206,3349675,2543849,2916147,2706293,2192164,1912268,1324534,1062947,429865
118624,537924,917944,1267729,1726716,2003312,2608632,2493851,2819860,3135050,2640447,2121589,1998021,1593457,1560050,590880,268527,739884,156983
50337,486436,827497,1228530,1051347,894227,1581863,1554508,2235202,1768781,1468998,1205553,817103,1024627,702007,531764,236736,47524,3960
290250,914211,1400565,1928994,2500243,2841547,3122110,3407471,3493911,3636341,3128374,2852794,2524403,1690835,1253049,841330,756452,597046,106099
296208,584388,459768,1132665,1703322,1627020,1840530,1910463,2333448,2347321,1455973,1756707,1767319,1092331,712734,465090,637760,525804,60062
105876,468631,316512,223556,1263379,1620268,974754,1674049,2819518,2497166,2208424,2097475,2117680,1989053,1406535,835802,1071848,840086,503180
212998,468670,1066766,1634306,2065177,2592830,2883586,3117839,3353902,3785561,3374915,3653853,2896113,2095683,1864379,1530006,843038,654666,842580
366088,504821,1252408,1736325,2186010,1877608,1976878,2102139,1852469,2388996,2144899,2097342,1218824,915689,650897,595737,644909,387521,238865
78375,446493,482217,1169048,1210271,1713362,1746899,1928068,2377134,2254340,2671437,2162824,1729503,1298381,1090483,957380,823120,504238,30475
226736,498459,692972,1304220,1294482,1398581,1212229,1267974,1293273,1690014,1345171,1489889,1085579,575464,341540,407389,428115,312942,85442
73040,132720,117852,207780,247048,845268,1694433,2124495,2460630,2897350,2521412,1971019,1961287,2100313,1783965,1530710,1223843,610295,98900
451360,321712,274624,1382436,1022446,1718042,1941372,1913484,3213210,2716479,2802182,2309076,2489978,2220276,1276633,673211,862231,491866,86835
422958,931195,1303994,1308735,1112016,1017681,1483071,2160598,2139382,2383758,1899073,1495530,910797,865200,1183809,1158098,770678,435752,386859
148000,348172,582291,577130,516367,906858,1130946,1670981,1360246,1427587,1123560,677863,1093596,608698,1097891,277672,509926,29724,64944
189120,445074,798752,1257412,1457377,1562057,2464403,2435636,2446708,3005776,3101454,2246703,1877451,2395574,1603141,835069,743117,873141,493557
40932,156008,205465,788071,852801,1375353,1561092,2184457,2124281,3017284,2413698,2664664,2534860,2040947,1567440,1794418,1097755,246794,931224
69741,286236,602463,965188,1166285,1503177,1489617,1848002,2573400,2451610,2387005,2428015,2608928,1870589,1542194,1027023,1027673,818346,424328
15466,318470,526025,505105,519011,659783,748705,1186171,2018234,2361236,2343020,1988439,1150757,1573406,1769664,2238123,2182900,1347825,702000
78705,164487,276435,471751,583949,573614,331776,617693,1188042,1817937,1864400,1210752,900693,537383,873343,1287158,1412002,1117355,460305
529737,710277,1363298,1635241,2646339,2768839,2891405,2894536,3151854,3006979,2956826,2732199,1506671,1404923,1555971,759907,225916,568103,265851
305865,711304,988242,998976,1405525,1659826,1740260,2138021,2374103,2839827,2497119,2060288,1392904,1191658,1130672,1074147,822763,568235,207375
40186,173918,298765,646150,846637,1224347,1086156,1600532,2204081,2943543,2981310,2507096,2096963,2068147,2493943,2193100,1536490,793202,172040
83848,248512,465088,785175,947594,1063476,1165560,1152224,1100417,1720465,2099577,1488390,1297420,1189701,997645,601029,913921,908744,448644
56544,302942,589124,1069488,1454458,1733291,1923059,2154426,2296140,3001663,2999568,2847139,2314432,1915692,1535038,1495660,854580,742639,196027
1672,30606,169586,408925,634053,1403776,1499703,2596288,2367950,3357458,3243479,3402872,2677772,2325478,1749861,1492899,810451,390421,107975
249690,456259,698641,956730,1356217,1938279,1883848,1784123,1528958,1931752,1513221,1209404,1122801,1102668,1134820,257564,294092,266504,489440
227370,384106,824696,1104959,1342312,1693005,1527841,1869441,1363621,1665056,1274822,1298218,685351,649644,344002,389682,114790,117636,19184
11736,282636,176988,270624,500044,771227,1146726,1246478,1359148,2213052,1736955,1687013,1719062,1657767,1547743,1047346,619293,685281,29601
127755,762439,997179,1392683,1915002,2014570,1955379,2092080,2108785,3475209,2826357,2185303,1894972,1247762,1271643,1114686,680740,1000824,233120
185504,167018,385233,669101,863600,1448380,1396487,1397718,1766097,1824681,1312736,1672700,1680745,1023267,995860,984253,489940,152825,47380
204610,570321,616047,419813,522429,902107,1250939,1604888,1549786,1598490,1302696,1041019,1075667,1491220,1376052,1076342,714078,480744,196992
46376,199966,811509,1040512,1630292,1342932,2088306,1902733,2866514,3279978,2958341,2807076,2072851,1860191,1506237,1439667,992545,541459,247442
40426,49630,221557,694891,609377,1300841,1758607,1376198,2328172,2447996,2366067,1536839,2413451,1260407,1991168,1365365,1393445,697375,674700
402548,528790,989606,1002719,1520225,1717900,1511473,1795608,2120237,2129833,1896538,1719754,1439702,1173032,823690,603764,600300,481644,160008
6600,172780,230760,591042,515580,1103308,1252434,1384159,1556966,1500365,1627790,1148757,1247020,1026180,1302034,959550,548586,199480,10344
81696,577488,652506,1479022,799398,1718665,1099399,2083138,2024396,2269891,1637214,1458368,779841,1082641,999626,726652,863616,154133,10524
80106,361491,507609,619767,1002246,1381822,1598347,1800992,1805574,2316399,2965521,2602380,1936022,1496710,1328428,1483782,1133275,412072,120632
142230,608055,813665,1137611,1743781,1736456,2144504,2155925,2631832,3019158,3101300,2244961,2250322,1880352,1375905,1429106,522804,768339,636444
448581,602263,964275,1208137,1691245,1803577,1844196,2038158,2714790,3157325,2779266,2303497,2287444,2096516,1452996,1088221,1154598,1300611,565066
9890,132215,451570,732109,795688,1245224,1708830,1759226,2224975,2227187,2201771,2104370,1825208,1749373,1172718,772721,399107,150549,106533
327360,1030712,1738704,2077730,2267378,2425961,2947689,3681518,3789531,3635665,3164365,2551945,2078380,2003091,1399213,1137688,745960,32770,53700
126902,632737,1135959,1455034,1521086,1797575,1849106,1520067,978089,1969863,2029888,1378178,1348593,793217,725501,573963,151041,323749,519520
296877,822493,1097277,1272131,1195649,1384612,1388247,1695346,2264223,2636498,2993489,1573383,1268070,1092580,1300756,1192931,1354058,651153,358473
282470,569952,910617,996417,1099928,1740470,2044860,2205939,2320962,2616341,2723002,2658227,1854011,1673887,1833143,1174244,681421,752451,483101
398326,1151205,1265657,923339,1308971,1892335,1948712,1712744,2515557,2847977,2232380,1514560,1148178,1838448,889987,1099066,535264,708728,156434
306600,598858,628282,1136924,1654728,2220535,1844404,2248673,2512661,2200698,1828325,1634841,1728647,1033798,993247,520824,453161,147003,142680
47120,103685,463501,587994,1207554,1425890,1069743,1962301,1511447,1770420,2055086,1968569,1530616,990435,1226969,504344,630475,387882,353449
366921,898112,1063885,1472635,2334518,2544908,3042605,3649153,3482041,3547934,3378248,2560526,2352756,1568596,987311,624332,218632,134672,30033
84762,780264,981113,549240,716219,1333896,1107350,1600617,1619817,1893904,2148508,1600635,1199704,1361202,1028648,837069,1060781,490153,712580
265815,709344,966465,931470,697545,844403,1518135,1788499,1755128,1861439,1648990,1349052,1105046,950241,949362,828102,640592,495344,186480
199017,769746,1081962,1188792,1689555,1809733,1418126,1696184,1783748,1617762,1495245,1192816,1008823,881672,373496,488628,311301,88762,14275
15635,207383,526646,743533,1335970,1372323,1802078,1909912,2419994,1993833,1947392,1545105,1294395,956954,703720,451198,229609,67352,3068
18590,515225,1177071,1130702,1322798,1925119,2043003,2392625,3105514,3180955,3144963,2111142,2367386,2190172,1529735,1620998,1016540,572131,221851
350693,434027,1016102,791869,1176634,1599656,1759673,1806760,1810765,1527286,1885331,1461513,861851,1097985,975222,453176,395706,314325,33939
3380,603470,882262,1196964,1463996,900017,897743,829913,1770629,1595629,1959603,1742670,679729,701877,455109,853390,559901,545902,370626
158603,232398,499264,831875,1459100,1937348,2576035,2896267,3497145,3943467,3488314,3427843,3115315,2570410,2175004,1396184,1064208,1071180,343990
185031,1031794,1299616,1297163,1404258,1497291,1860941,1905827,2688256,3152809,2343687,1752762,1702005,1286269,1039650,1011837,922343,573938,179095
79980,398025,428434,1068267,770225,1118995,1334882,1056953,2163630,2035357,2409649,2297642,1582523,1535622,1460892,1278602,1267022,1056784,580780
844636,529870,287446,1742953,1262050,806552,2712084,2341785,2709235,4123920,2579115,2622475,3303194,2108959,2134357,2588101,1783205,1536407,858360
633567,902853,592724,646433,764225,1520448,2163377,2092188,1838031,1994321,2282860,1603395,1689430,1440859,1550821,1154140,673395,548793,19320
68544,347513,516126,496970,867801,1129618,1162810,1452106,1352493,1149077,1128177,821548,634809,613333,394154,205034,159120,79635,10800
330012,245643,712727,1328347,1399405,1799827,2362043,2674074,2602610,3675778,3056960,3127746,3163117,2424370,2133307,2014370,1703768,889440,872960
159216,313842,717628,777047,1386055,1331922,1508678,2348424,1773177,2037377,1850852,1140016,1164674,849569,634835,403275,120479,34257,1620
32400,106173,319977,563473,933490,1056076,1605180,1633226,1927967,2478681,2639077,2582846,1939419,1929219,1471528,1228966,1033586,885205,413478
478440,342500,964110,882003,1614812,1603478,1799030,2379129,2298263,2619429,2082241,2315680,1819604,1513343,1071419,1096518,699231,421410,300184
223709,282661,743637,1055720,1099037,1862845,1460206,2109121,2317188,2251544,2360358,2037582,1814255,1041268,1387922,674195,719291,364504,196365
245244,492432,719809,1108131,1196819,1865844,1830974,2178519,2338837,2029269,2787005,1495794,1698945,1106322,883355,1015298,162044,242167,920
190459,647444,611743,443585,768705,1005073,1426259,1339551,1565199,2176933,1695533,1350219,1432298,1390273,1365795,910825,722525,637365,211375
807768,1007772,924221,1741816,2286153,3151454,3146622,3221024,4715144,4519091,3381538,3245710,2973585,2836773,2089634,1263657,1327110,1086148,309560
10080,95232,299337,934341,1246285,1542822,1238071,1803990,1567097,1928974,2244069,1860682,1008225,958625,967443,419282,650832,277806,26532
68970,362426,376605,1203687,1088012,1759272,2170075,2078807,2458590,2549546,2012418,2076051,1787085,872392,1142994,613740,281425,276382,155015
522802,693098,974924,1304978,1692574,1451983,1907876,1828397,3228403,2894379,2774816,2295837,1880632,1730913,1258653,1657809,1237486,959496,162604
389158,328548,272598,928213,1288066,1243264,984299,2004474,1999005,1736353,1584794,1614523,1786915,1068032,1060040,738160,825083,234012,110432
313866,243606,847274,420624,1201008,1044502,1688923,1488840,1766563,2162437,1810067,1936681,1488008,926069,1824117,613715,539316,837624,117216
172960,343864,727112,1320246,1182714,1743538,1260056,1327032,1037300,1598405,1532454,1326236,998762,873523,860125,277679,442565,549918,387486
264759,1098574,1358090,1538495,1618053,1831467,3297529,3206945,2931554,2495618,2533598,2202878,1912621,1137261,1117787,804274,295329,165418,104040
64964,307005,535555,958770,1190358,1664959,1942203,1736611,1663769,2144337,1631766,1281740,1284706,1196864,531414,323012,275601,99028,143190
135945,199362,894721,1177437,1691819,1529434,2640203,2466088,3025768,3337024,3270780,2804819,2207578,2118491,1683583,1639180,939803,797346,512112
167936,624008,789454,960661,1703167,2166703,2585293,2829631,2989765,3326690,2927032,2714646,2154614,1766019,1165321,599308,389650,244862,48216
286426,642599,1203620,1607766,1555001,1691931,1896377,2485107,3092180,3236304,2893909,2391939,2046885,2117700,2040775,1677574,1158228,565660,131532
44421,415063,673762,1116637,1277146,1746430,1603959,1559262,1655642,1974765,2018909,1697238,1790851,1230217,943462,487866,622522,803098,410774
34845,243959,339912,617764,965296,1191322,1358312,1918059,1673791,2474402,2062883,1810305,2189126,1326702,1085424,1240592,546230,324137,376987
824670,871460,1561183,1574667,1696898,2251692,1833284,2510063,2801404,2713222,2587427,2099087,1639324,1564178,1228860,792177,772215,453915,74052
359964,793178,1068881,1108241,1903426,2208265,2483436,2423210,2910650,3086880,2602015,2662896,1950535,2321138,1505936,952576,959233,652732,504600
418428,480659,467041,1203890,1804778,2373422,2708807,3450893,3664824,4114441,3725287,3355216,3295096,2814057,2541255,1728745,1192974,767909,708300
192024,492108,814504,1290840,1309735,2180230,1748652,2083301,2689094,2434402,2846677,2140815,2112834,1754750,1140410,980101,915890,561416,270480
274918,465598,622450,649772,1100966,1815569,2344712,2546989,2879368,3179951,3327748,2954843,2939641,2981759,2136019,1268771,897820,402461,30075
139412,374530,1000764,1239673,1936857,1885958,2650975,1937231,2381622,2525901,2857189,2620010,2475503,1696817,1257619,842986,570664,1235920,587466
23520,188430,519316,1027073,1618871,1869361,1731545,2276010,2880566,3150767,3863674,3104846,2742045,2064706,1495418,1634189,1159647,810320,341504
601328,414498,860595,700450,1258927,1121660,1007363,1734157,1495813,1808433,964901,1669310,1004296,709788,655567,673119,642056,157041,166026
66500,719155,933519,1155749,1284840,1806017,2218768,2260061,2872911,3821578,3503078,3117450,2232526,2694086,2325013,1860023,1756688,1077396,833040
83100,447076,715753,808391,1077082,1465675,1705616,1796258,2184540,2405701,2259103,1552803,1432709,1471464,928412,805493,395827,163218,132079
185166,121140,51534,916555,887656,371381,1423463,1752282,1192284,1743047,1562507,1315600,1999958,1427305,520987,875236,679601,454940,513994
175235,440061,524400,932401,773934,1700529,1982126,2242608,2607514,2723801,2696751,2704417,2225913,2169843,1712184,1000284,692935,452686,108778
666240,192592,978692,1522136,1607697,2024296,2737290,2489043,3034184,3042973,2591264,2547556,2128604,1485039,1301472,881310,508446,374490,81243
23733,798789,978353,1063147,1592293,1832410,2183774,2943116,3070711,3547995,2910391,2095677,2202758,2122607,1987137,1344255,762327,377796,118668
465984,166375,234370,595911,531984,1099194,1428417,1484963,1741094,2171079,1679068,1828482,1701862,1817098,1651265,1420246,691408,306208,50176
169104,295941,520145,1236874,1105429,1833959,2468215,2689219,2887062,2681145,3146161,2819515,1993880,1568862,1439836,1062396,561969,191737,35047
384312,280462,806652,603864,563190,931009,679218,2145173,1165410,2555134,1368909,1651217,1499718,982497,1905727,763404,1693158,379358,732443
491992,514568,204291,743000,893588,1195303,1464734,1762603,1993548,2491802,1989593,1875236,2296098,1636910,1678820,1154734,854596,700864,132720
315669,421294,962434,1300812,1827231,1575347,1947127,2095319,2729277,3118887,2899310,3194718,3003061,2129213,1205959,1508408,1744876,1494388,640134
22477,279448,992563,849564,849078,1530460,1361130,1590206,1991455,2136829,1824115,1590030,1249357,1125221,991701,621813,631741,286096,150500
604884,762122,918326,1310161,1304904,1877542,1954362,2139382,2603630,2691598,1893479,2049337,1649322,1373756,1179644,728666,654324,392868,76680
158256,252270,647528,757050,971922,1035870,1511179,1672764,1381574,2622591,2246501,1917068,1643154,2130291,1531931,1437308,1252890,966827,552048
17028,210139,549353,461538,743838,1407326,1951556,2447624,2702088,2959196,3378100,2537247,2357704,2043790,1486734,1064784,749145,252812,345575
